comment,sentiment_vader,sentiment_textblob
thats how fox news is spinning the news for 11 minutes they ponder their version of the judges intentions and the nature of blue and red districts and the evil nature of ags and that the banks didnt complain etc but they found no word about trumps criminal intentions and behaviour trump is innocent the justice system is guilty how foolish do you think your audience is,-0.8017,-0.2333333333333333
this is an attempt for coverup of the biden family crimes,0.0,0.0
that judge needs to be sanctioned andor disbarred and he should be held liable somehow,0.0,-0.1
maga uk chapter i am collecting donations on behalf of trump our fuhrer to settle his behemoth legal bills so please get in touch,0.4754,0.2
seriously all the legal civil people who use a court should be locked up in jails,-0.0516,-0.06666666666666665
he was obviously guilty as hell,-0.8126,-0.5
what a sad day for america,-0.4767,-0.5
real republicans celebrate as the rinos whimper,0.5719,0.2
i wonder how many of his cult members will it take to pay this off,-0.1027,0.5
the banking industry in new york should sue the judge and prosecuter for their meddling in the rules they do business by,0.0,0.13636363636363635
next should be federal tax evasion,0.0,0.0
the victims are the tax payers of new york when billionaires cheat on their property taxes then working class people have to pay the difference trump only cares about himself not american taxpayers the media only cares about money not you and me thats why they make it sound like the only victims can be banks noooo the victims are the taxpayers of new york which is why the state of new york was the one suing him trumps fines will go directly to benefit the state of new york,0.0258,0.10454545454545454
disgusting no one was damaged new york is doomed all that support these people should be ashamed,-0.9201,-0.4318181818181818
more winning the maga way,0.5709,0.5
nonsense the nyc govt is communist,-0.4019,0.0
whos the victim,-0.2732,-0.07500000000000001
plenty of tears from orange jesus and his cult,-0.2263,0.0
i can see from the comments that fox main stream media viewers are idiots stop watching bs opinion television educate yourselves and quit believing what the experts tell you there is a reason the previous generation calls it the idiot box you all prove it,-0.6705,-0.4
disbar the judge and put him in prison,-0.5106,0.0
so much whining,-0.2911,0.2
they think its a win haha the real winner is trump,0.891,0.39999999999999997
trump 2024 no one is above the law including a weaponized doj,-0.296,0.0
its clear to me they are trying to bankrupt him to prevent him from running for office,-0.2263,0.10000000000000002
what the hell is going on in america im in the uk and your country is crazy anyone can see they are going after trump,-0.7906,-0.6
why arent the real criminal biden sgetting v justice,0.7332,-0.6000000000000001
judge is corrupt and evil he needs to loose everything along with the ag i hope trump goes after both of them when he wins pres,-0.0258,-0.3192307692307692
the judge better watch his back justice is comming with a vengence america is not happy with traitors or cheaters,0.1032,0.033333333333333326
are fox news anchors judges,0.0,0.0
this just proves trump won in 2020,0.5719,0.3
nixon a president who became a crook trump a crook who became a president,0.0,0.0
new york citizens have no place in the usa,-0.296,0.13636363636363635
finally a little bit of accountability for this criminal and its only the beginning,-0.6124,-0.19583333333333333
im voting the best president donald trump,0.6369,1.0
took 20 years to long time to get this criminal man to justice sad he leaves like a king so long time typical ritch people allowed to do like trump,0.0772,-0.23333333333333334
james vowed to take down trump because hes the biggest criminal of the century,-0.5267,-0.2777777777777778
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,0.5714285714285714
disgraceful there are no laws in ny just persecution i ready to see what god is going to do,0.34,0.2
boycott the entire state of new york and buy no products from there,-0.5423,0.06818181818181818
trump is going to remember who his enemys are and he keeps swinging im with trumpto the muthu fukin end the hood has your muthu fukin back so mr trump you can do your thing trump carson 2024,0.0,0.0
god bless trump may god protect him in jail,0.8225,-0.1
total sham lost before the trial started so said the judge,-0.3182,-0.1
god will get that beast,0.2732,0.0
they need the money to fund the lost cause of ukraine or something trump 2024,-0.3182,0.0
the lawyer on this clips presents arguments are completely fallacious new york is a purple state but the gop isnt smart enough to do background checks on its membership and has lost the trust of people there,-0.3043,0.11266233766233766
so the same justice that applies to everyone else is applied to that orange moron and his magats cry fck off you pack of clowns what do you want hes a criminal and he will be going to jail and rightly so i blame fox for even putting him in the whitehouse the endless propaganda spewing out like sewage indoctrinated the feeble minded and created 70 million trumptardsfox and its owners executives presenter will be rounded up in due course,-0.8382,-0.20714285714285718
what a joke hope americans are watching whats happening to their country he needs to win the presidency,0.836,0.8
who gets all the money where is the victim,-0.2732,-0.07500000000000001
the criminality in our judicial system is sickening criminal sob posing as judges and court officers,-0.8316,-0.65
excellent news a sexual abuser and fraudster getting more comeuppance on to the next trial,-0.5267,0.5
you trumpers better dig deep in your pockets and give this conman your life savings,0.4404,0.25
this is a shame and i am ashamed that this is going on in the united stated of americasad days,-0.5267,0.0
so smug knowing yall been playin dirty,-0.204,-0.6
when is that beast ag getting investagated i would move out of ny if i was him,0.0,0.0
whos gonna get paid theres no victim,-0.5106,0.037500000000000006
dont civil courts allow a non biased venue and if so who is the yes no person if she isnt biased no such thing exists,-0.6774,0.0
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,0.0994047619047619
conman pay up now or go to prison,-0.5719,0.0
pay your bills trump like the un,0.2732,0.0
engron is an evil scimbagthis whole thing is pure bs,-0.6597,-0.19523809523809524
made up charges the judge has a conflict of interest he does not like donald trump so how can he say he is not a biased judge finding someone liable before it began is a conflict of interest that judge should not have tried that case at all i would call for a mis trial,0.001,-0.1
credit cards at the ready magas begging email incoming,0.6249,0.2
leave ny with its immigrants they wanted so badly and big businesses relocate to a state that appreciates your contribution to society,-0.2243,-0.3499999999999999
how can anybody trust trump in the white house when hell have motivation to cheat and steal because of his finances trump will sell himself to the highest bidder if he gets into the white house,-0.7269,0.0
this will lose on appeal sadly he will have to pay a bond for what he owes though,-0.7096,-0.5
my god this man is a martyr for america,0.2732,0.0
trump is so corrupt he fooled everyone wow,0.235,-0.2
if he goes to sell bet that real estate is really high value in confliction with their stance of over valuation,0.3976,0.18
soon to be overturned by a scotus near you,0.0,0.1
he should be removed from the courts and him and that lawyer should be banned from law for life,-0.4588,0.0
they finally got him,0.0,0.0
trump is the victim here,-0.2732,-0.07500000000000001
who is going to get this money,0.0,0.0
when being a crook finally catches up to you,0.0,0.0
this is a out of control judge with a political gun he will be removed,-0.34,0.0
pathetic judge,-0.5719,-1.0
lots of extortion going on,0.0,0.0
no crime no victim so corrupt willis is a ghetto thug disbar her,-0.8402,-0.23125
in new york a tycoon did stand but lost in court his wealth unmanned threefiftyfive mil was the hefty bill to citizens hes not in command,0.3291,0.13636363636363635
this is too much for the tiny minds of fox news hosts lol,0.4215,0.3333333333333333
give nyc a couple more years the don will be able to buy the whole town for 5,0.0,0.39999999999999997
its a spiritual battle the judge represents his father,-0.3818,0.0
i am sick and tired of the corrupt justice injustice system going against anybody that is republican,-0.7579,-0.5380952380952381
he will and should appeal,0.0,0.0
is anyone checking on l james background,0.0,0.0
beyond ridiculous,-0.3612,-0.3333333333333333
followed the case from the beginning and its only proved trump and family are slimey fraudsters and grifters ruling entirely justified,-0.1045,0.2
its very sad the dems are truly the lowest of low and evil,-0.8622,-0.5499999999999999
doj fbi covered up biden familys corruption and ended up going to jail together democrats impeached trump for more than 7 years and were removed from office 3 times related to russia hillary conspiracy theory pelosi played games january 6 2021 44000 now the video has exposed the truth that pelosi was kicked out of the speakers office by henry mcpartrick the communist democratic party accused trump of tax evasion but there is no evidence for the american people to believe that trump is guilty because joe biden instructed the doj fbi to put trump in prison merrick garlands political weapon took advantage of the dojs authority to appoint outside prosecutor jack smith without going through congress jach smith was not appointed by president joe biden but let the doj call jack smith to take orders to go to florida without any evidence or witnesses and charge 37 counts of violating the law under the constitution because president trump has the right to declassify documents and president trump is not a spy or the cause of the 1918 war the name jach smith is transferred to the january 6 rebellion instigated by pelosi the communist democratic party does not want trump to run for president in 2024 now everything has become clear prosecutor jack smith probably graduated from jungle law school and has no way to resolve the slander against president trump jack smith will lose his lawyers license forever only the president has the right to appoint a prosecutor to investigate and approve the president of the national assembly doj merrick garland arbitrarily appointed jack smith to investigate former president trump for wrongdoing in principle according to government executive agency regulations and was prosecuted before the law for perceived wrongdoing in political games when people asked jack smith when joe biden was vice president why did he bring secret documents home and keep them for more than 7 years and did not hand them over to the national documents archives committee before january 20 2017 joe biden said he forgot in the garage dont forget to hand over the delaware university library to the national archives commission joe biden was discovered to have hidden documents in his house full evidence joe biden spoke in a childish manner when only when a baby cries the mother breastfeeds the political game of the communist democratic party is shamefully exposed vice president biden has no right to reveal secrets and keep secret documents in the garage or library if joe biden is convicted of a crime revealing national secret information is a crime of treason jack smith has no way to answer but only listens to the american people criticizing prosecutor jack smith for declaring his determination to prosecute president trump without evidence jack smith is now in turmoil when congress asked jack smith to hand over documents indicting trump he didnt know what he was doing but only received orders from doj merrick garland and jack smith asked dc judge chutkan tanya to prosecute trump is slander jack smith applied false constitutional and legal charges when trump filed a lawsuit with the supreme court regarding freedom of speech under article 1 of the constitutional amendment the court asked the judge chutkan tanya drops charges against trump chutkan tanya violated the us constitution she had to withdraw her accusation it was so embarrassing,-0.9973,-0.032936507936507944
total bs totally corrupt court this is not the way to protect democracy,0.3818,-0.25
magas yall peasants need to send your pennies to your master trump asap,0.0,0.0
i like ex presidents that dont cheatlie or insurrect,0.3612,0.0
i love the outrage it displays total ignorance of the legal process and is in keeping with the uneducated maga rabble all people previously hurt by con man trump are popping champagne corks citizen trump is a total loser,-0.6908,0.10666666666666666
it will be so awesome when trump gets in and has all these corrupt scumbags arrested sued by trump,0.4838,0.25
so are you tired of the winning yet,0.0609,0.04999999999999999
who is the victim when you get pulled over for speeding you still get a ticket,-0.2732,-0.07500000000000001
if i were him id move my businesses to another state that is business and tax friendly new york would lose millions in tax dollars,0.128,0.2556818181818182
well i wish new yorkers would come to his support public protests against a politically motivated weaponized system,0.8225,0.04545454545454545
the big apple is more like banana for trump,0.4201,0.25
democrats really are the actual party of law and order f trump,0.4019,0.1
corrupt and biased judge absolutely disgusting,-0.6997,-0.75
maybe magats will understand why their obese orange jesus kept lying about his tax returns,-0.5267,0.0
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,0.0994047619047619
neither i or my family will ever visit new york again nor will we do anything to help or support it the migrants or canada can have it,0.6597,0.13636363636363635
what does biden have to pay for his treason,-0.5106,0.0
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,0.5714285714285714
i think this anusbrained decision needs to be appealed,0.0,0.0
whats so wrong abt this,-0.5256,-0.5
all the salty tears in the comments defending a criminal,-0.6486,-0.4
bwahahahahahha i wonder if trump is sick of losing yet,-0.7096,-0.7142857142857143
would any of this be happening if he werent running for president again gee i wonder,0.0,0.0
and now he appeals and it goes no where as its tied up in courts,-0.296,0.0
his son barron must be glad he gets home schooled i cant even imagine how he feels to have trump for a father trump doesnt even try to hide his lies he thinks hes god,0.1531,0.5
time for deplorable idiots to send the money to dummy trump to bail him out of this criminal case karma,-0.6124,-0.6
da james think she can be a pain in the a she has no idea how of a bigger one i could be if i was trump,-0.6705,0.0
trump claims hes a billionaire so he should have no problem paying the fine,-0.4767,0.4166666666666667
donald trumps guilt is documented in his companies own records its tax returns and loan applications there is no question that he is guilty he has been a criminal all his adult life and his father was a criminal before him,-0.9169,-0.12000000000000002
yall trump supporters better be sending him your weekly pay checks since you love him so much lol,0.9132,0.6
only criminal here is the government crooked courts,-0.5267,-0.13333333333333333
his political enemies are very powerful like stalin will they now send him to a siberian gulag,0.3962,0.195
an epic takedown of trump the chickens are coming home to roost dont worry maga hes taking donations,0.3412,0.1
has anyone figured out why this crazy hates the real president so much she bets her career on gettin him,-0.6858,-0.06666666666666665
florida is a red state and thats where the documents case is georgia is purple and thats where the election interference case is so noall the cases arent in blue states,0.0,0.0
trump trump trump president trump will prevail lord protect president trump for all these corruptions all these evils,-0.2732,0.0
nixon watergate all over,0.0,0.0
time to close all the business in new york so they dont collect taxes on his business i would move them all to texas and the younger trumps can open an empire there,0.0,0.04545454545454545
trump to infinity and beyond,0.0,0.0
this is a disgrace of a country and legal system i have never been more disappointed in what its supposed to be an impartial part of the government,0.0183,-0.01666666666666668
wow trump is broke elon musk will be looking to buy trump tower for pennies on the dollar,0.25,0.1
fox trump put mar a logo value again to pay taxes,0.25,0.0
just another fixed trial against a political opponent of joe biden election interference,0.0,0.05
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,0.358578431372549
new york is a corrupt cesspool,0.0,-0.18181818181818182
take america back we the people disdain trump,-0.4767,0.0
such bad reporting here really lame,-0.7645,-0.3999999999999999
this judge that allowed this this injustice should be disbarred and prosecuted,-0.7891,0.0
im glad he is being open and more open to the public he deserves jail period he makes america look as big and giant in the world how trump can run a country after being accused of all these corruption he will definitely rebuild his empure once he gets electedhe is an emergency to run as president more than ever because he needs to pay back all his big financial supporters and millions with huge favorsso disgusting,0.3182,0.05333333333333334
i heard new york owes trump 364 million its about time,0.0,0.13636363636363635
cheater rapist insurrectionist fraudster grifter and a racist,-0.9509,0.0
its the soup kitchen and unemployment benefits now donny,-0.0772,0.0
he should let the dogs loose say the word,-0.3182,-0.07692307692307693
they will never get a dime,0.0,0.0
no by lowering his values he would pay less taxes you jerks it thief,-0.73,-0.16666666666666666
the money goes to the state state taxes will be reduced by trumps contribution in theory the victim is all of ny state think of a poker game with one cheater the cheater gets the illgotten gains and the players lose,-0.8555,-0.23750000000000002
talk about a huge injustice ny city needs money so bad that they have to persecute this man this judge was not unbiased from the beginning what a miscarriage they need to pull all business from ny forever lets see the money ny city loses then there was no way that donald trump would ever have a fair tria in ny close the businesses it is all a political hit job loud mouth female,-0.9025,0.028571428571428602
and this the grifter who said that nato allies need to pay there bills,-0.1027,0.0
that is absolutely criminal,-0.5709,-0.4
im gonna send him my entire paycheck from here on out he deserves it,0.0,0.0
fox is still protecting this criminal what a trash news company,-0.6124,-0.4
just another example of democratic corruption how does the judge decide the case before it starts sickening no jury does not allow evidence to be shown that would exonerate trump so many crooked decisions completely corrupt,-0.5371,-0.225
since there are no victims who gets the judgement,-0.5423,0.0
this clown is a smear on the republican partys history this moron cant even keep his books straight and he wants to run the republican party reagan is rolling in his grave,-0.6428,-0.13333333333333336
trump could get that money back from his stupid supporters sell your houses trumpers and help your guy out dummies,0.296,-0.39999999999999997
to stop communisim and globalism vote trump 2024 maga,-0.296,0.0
this needs to go to the court of appeals,0.0,0.0
its all lies trump 2024,-0.4215,0.0
pay them in pennys a cent a month forever,-0.1027,0.0
you guys should see this with an open mind,0.0,0.0
disgusting liberal judge probably paid off,-0.5267,-1.0
i have lost all respect for the democratic party and what it stands for the media plays a major hand in this as well totally disrespected and to do him like this at home speaks volumes of the rhetoric in todays society it only shows us how bad they wanted him to lose last election and how desperate they are in this one,0.1298,-0.20624999999999996
the leftist demons skeered of trump,0.0,-0.05
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,0.358578431372549
i hope trump wins and becomes a dictator then he can deal with these people the way they deserve,0.765,0.3
mister donald trump please sir read my message im so sorry this radical left marksist fawny wallace has did to you and i will donate my next paycheck to your campain me and my momma cant stop crying on count of what these libertarians and their cult leader joe husain biden are doing to our savior and our country we stand back and stand by with you sir the deep slate shall not prosper,0.625,-0.11666666666666665
hope trump picks noem for vp she is smart and has the best for the country in mind i agree with the guy below id pull my business out of ny,0.9062,0.6071428571428571
the trump case was a sham from the start does trump have faults yes as do we all his only fault here is he is a republican trump for president,-0.4767,-0.1
minorities in power what do you expect,0.0,0.0
did he cheat usyes,-0.4588,0.0
this is hilarious lol trump for bankruptcy 2024,0.6705,0.65
take america back we the people disdain trump,-0.4767,0.0
fox meltdown just wait till the election,0.0,0.0
this is bs i pray when trump gets back into office he goes after these political hacks appeal appeal appeal fjb fjb fjb fjb fjb fjb fjb fjb fjb fjb fjb fjb fjb fjb,0.3182,0.0
it was a sham and will be appealed nobody lost a cent bank testimony was all enthusiastic about their dealings and they profited greatly,0.4939,0.39999999999999997
oh no they just gave trump 50 million more votes,-0.296,0.5
appeals court will absolutely smash this case and he will pay zero mark my words,-0.1027,0.2
best news ever now lets hope he goes to prison next,0.5859,0.5
when he becomes potus again he better take the salary and not donate it to charities this time,0.7269,0.5
lol even after conviction these idiots think hes not guilty fox news needs to be shut down,0.6288,0.023611111111111104
so what are the american people going to do about this travesty i expect nothing at all,-0.657,0.0
people are going to move out of nyc if this stands good god nyc doesnt need this they are already an absolute wreck,0.2732,0.44999999999999996
texas will welcome trump with open arms,0.4588,0.4
move your businesses out from new york,0.0,0.13636363636363635
5 bankruptcy and he stiff those poor small business that he didnt pay,-0.4222,-0.2880952380952381
hell nah these idiots cannot take trumps money trump is a professional business man,-0.7184,-0.35000000000000003
trump i need you to find 11780 votes and while youre at it i need you to find 365 million which is 365 million more than i have geez cmon guys,0.0,0.5
the appraisal of property is in the eye of the buyer property values are in the eye of the beholder who brought this ridiculous case another leftist trying to keep trump down it wont work you can take everything he has and he still has americas heart vote trump,-0.0451,-0.1796296296296296
all you trumpers get out your welfare checks old orange is going to need your money stop breaking the law trump,-0.296,0.1
fox 787 million cant fix stupid,0.4168,-0.7999999999999999
trumps first act on 12025 after this is laughed out of court on appeal and the tdsravaged judge is disbarred dragged away in a straitjacket should be to revoke nys statehood cut off its federal funding and annex it to texas as a giant 50000 square mile fracking range with the revenues to be divided up among the red states,0.1779,0.2375
there it is he brought it on himself,0.0,0.0
hes not paying a feken dime its going to an appeals court and being tossed out and guess what hes still going to be your president in 2024,0.0,0.0
democrats think they are the law therefore no one can be allowed to be above them,-0.296,0.0
this is no surprise he was already found guilty long before,-0.4404,-0.275
this is ridiculous i have never played the political game but i can say at this moment i will never vote for the democratic party ever,0.3142,-0.24444444444444446
shocking hope he get them back,0.0516,-0.5
so what james was out to get him he shouldnt have been crooked,0.0,0.0
this is about political persecution,0.0,0.0
awesome news,0.6249,1.0
does anyone care about what this lady is saying letita james,0.4939,0.0
break the law you pay everyone else has to what a business man lol,0.34,0.8
dont forget to send him all your money he needs it so bad,-0.5893,-0.6999999999999998
thisnis all a scam to stop trump from demolishing the deep state if you are an american and cant see this i feel horrible for you,-0.8555,-0.3333333333333333
means nothing like all of the other walls are closing in foolishness democrats are exposing their hatred of america and disrespect for the law all will be gone on appeal,-0.9187,-0.125
the more they indict the more we unite trump 2q24,0.0,0.5
trump hey nato you need to pay your bills nato hey trump you do too,-0.1027,0.0
the government is trying to steal another election,-0.4939,0.0
this this is what he was running away from when he sought the presidency he thought he could not only enrich himself as president but be immune and protected from his debtfinancial obligation liability accountability responsibility etc its all over now privilege card revoked hillary clinton was in calling him out on all of it in 2016 he ran for all the wrong reasons we didnt listen,0.5499,-0.25
dont cry maggots get used to it because the real american patriots are going to serve some old fashioned justice on the trump crime family,0.3515,0.05
i just hope donnie keeps using alina habba as his lawyer,0.4404,0.0
is president trump supposed to balance new yorks budget ridiculous,-0.3612,-0.09848484848484848
i will never spend any money in nyc i hope other people will follow,0.4404,-0.125
who cares new york will be a smoking hole in three more years,0.4588,0.3181818181818182
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,0.358578431372549
you guys dont understand markets when you say that a billionaires corruption does not hurt anyone you only say that because you love the billionaire for some weird reason,0.7412,0.0
this is hosw it will be for trump every time he gets in front of a socialist judge how did the judge come up with that figure,0.0,0.0
he is out of new york,0.0,0.13636363636363635
so this da letitia james and judge ergoron are going to be really busy prosecuting all the other businesses in new york who did the same thing then drumming them out of new york until no businesses are left if this does not happen then it should be clear to all even the deaf dumb and blind that this case was politically motivated,-0.3818,-0.052727272727272734
appeal will not pay end of story,0.0762,0.0
she campaigned on suing him because everyone knows hes a crook and we all want him held accountable,-0.2023,0.0
nyc just planted a flag for every millionbillion dollar corporation on the globe that says dont conduct business here ever,0.0,0.0
the corrupt deep state is bent on destroying trump arrest the judge,-0.7184,-0.1875
everybody knows its political motivated,0.4588,0.0
everyone knows trump is crooked from head to toe and needs to be held accountable like anyone else would be,0.3612,0.0
so thats what a w looks like judge engoron is the model for looks and actions,0.3612,0.0
i absolutely love this channel fox news or as most people call it the national enquirer of news has got to be the most entertaining channel on television my friends and i have never laughed so hard in our lives just watching the opinions and the content thanks fox news for all the laughs over the years,0.9266,0.22261904761904758
they need trump to pay for their sanctuary cities and illegal s all b s its not right,-0.6124,-0.3214285714285714
one look at this judge and instantly you know he is a total nut case,0.0,0.0
trump will be able to assemble the 1 fundraiser of all time 100 donation per book then another edition for 25 money wont be a problem,0.3089,0.5
they are trying so hard,-0.2183,-0.2916666666666667
tired of all the winning yet,0.128,0.04999999999999999
once again we find the fox propaganda machine hard at work defending the indefensible at the cost of trust in our legal institutions with all their combined resources putin xi and kim couldnt inflict in a year the damage fox does to america on a daily basis wake up maga if you dont look up then please dont vote,0.128,-0.04791666666666668
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,0.358578431372549
this is liberal bull shirt he needs to stop now i hope they go after that creepy crappy judge erogaran in ny and leticia gets her karma,-0.4404,-0.5
the art of the deal cheat lie and pay,-0.5267,0.0
i heard that stormy ended up owing him,0.0,0.0
this will not stand,0.0,0.0
hes getting ready to start begging for money from his supporters again to pay his legal feesa real big shot this guy,0.6705,0.13333333333333333
we the people need to tell our democratic lawmakers to quite bothering the future president lol,-0.024,0.4
progressive leftist loons have ruined all of the major cities in the us,-0.4767,0.006249999999999999
coming up next lock him up lock him up lock him up by the way faux news dont forget to remind trumpies to donate their money to their orange god,0.4149,0.0
heres something to ponder while trump is permitted to use supporter donations to pay for his attorney fees the law will not permit him to use those donations to pay penalties such as those announced today trump will be required to come up with 354 million or he will not be permitted to appeal the case keep in mind he recently lost the e jean carroll case in which he must pay 83 million for insisting on harassing that woman,-0.7096,0.0
its nice to finally see him being held accountable i simply dont understand how these political parties both of them are putting up the candidates they are and getting away with it what a mind blowing time,0.6705,0.15
america you should be ashamed of yourself to allow this to happen to american citizen how shameful your country should feel right now,-0.6597,0.14285714285714285
didnt he say all he does is win all he does is lose in every way possible hes literally the biggest loser on earth i hope he knows that hes a joke and the world is laughing at him hes nothing but an obese painted feeble embarrassment he has no friends no real respect soon no freedom and when hes dead and gone he will have a legacy of being nothing but a bad joke punchline i feel bad for those he has been able to fool if i voted for trump id be so embarrassed and ashamed id never leave my house,-0.7257,-0.11249999999999996
the guy is probably going to use his campaign donors money to pay for his crimes 2 strikes for trump ny case and jean carol case his others cases dont look good neither,-0.6492,0.7
whos surprised the devil is busy all it does is make trump even stronger real americans see this demonic evil for what it truly is,-0.5267,-0.15
engoron james 2024,0.0,0.0
dont worry putin will help,0.6256,0.0
trump possibly the next putin of america,0.0,0.0
trump can make new nft trading cards with a picture of him looking broke like this,-0.0772,0.13636363636363635
good trump has been stealing money for years hope he ends up in prison where he belongs,-0.296,0.7
being a liar and corrupt got him ari stop crying,-0.8225,-0.35
fox news is not allowed to report on news that doesnt look good for trump,-0.3412,0.7
lord god how corrupt can our legal system be and they dont care the american public sees it all this bs is so political,-0.0072,-0.06
just another example of how corrupt the democratic crime party is,-0.2023,-0.5
the usa has turned into a fascist state the democrats have lost their collective minds and all notion of honour this has to be amongst the darkest period in their history shame on them and anyone who supports these relentless travesties of justice,-0.34,0.0
so its ok for trump to say what he like about anyone what a joke what about lock her up should trump have been elected on that what goes around comes around,0.7334,0.5
leave it to fox to make this politicalfox couldnt tell the truth if they had a mouthful,-0.2874,0.0
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people,0.9847,0.358578431372549
why not just make it an even billion,0.0,0.0
how did that work out for you donnie,0.0,0.0
i wish i had a billion dollars i would gift it to president trump people we need to figure out how to stop this,0.5267,0.0
justice finally served,0.5267,0.0
when trump gets back in he should sign an executive order for his 100 million supporters who are armed to serve justice on all criminal politicians and people in government for failing to keep the oath they swore,-0.1027,-0.2
lies and corruption,-0.4215,0.0
kangaroo court no doubt the process is the penalty the whole idea is to keep him from campaigning,-0.7717,0.2
trump for prison 2024,-0.5106,0.0
pull out your wallets maga trump will be asking for your money soon,0.0,0.0
evil greedy democrats,-0.7717,-1.0
trump should pay his bills like he suggest nato allies do,0.2732,0.0
these people better pay with jail time after he gets back in power,0.3612,0.13333333333333333
the us supreme court will throw this out,0.5574,0.0
theres nothing that says americas on the right track more than trumps fascist minions throwing a hissy fit,-0.3321,0.3952380952380952
seems to me that the da judge and anyone else they conspired with committed racketeering against trump,0.2732,0.0
fox news joke staffed by dummies,0.296,0.0
its not political trump broke the law quit lying its so embarrassing,-0.6074,0.0
just like fox to try and defend this crimamal he got what he deserved,0.3612,0.0
the only way i,0.0,0.0
ya gotta know that an idiot as stupid as trump didnt come by his wealth honestly it was either handed to him by daddy or or lied and cheated to get it,-0.7506,-0.3333333333333333
this is complete bs,0.0,0.1
well done judge engoron,0.2732,0.0
this will be appealed and these corrupt dems will rue the day that they messed with trump trump will win,0.34,0.15000000000000002
this civil case in ny will be successfully appealed and the judge should be removed from the bench,0.4939,0.75
maga my assets got annihilated,0.1779,0.0
dont wanna pay youre delinquent then the courts can do whatever the hell they want in fact i encourage it,-0.1788,0.0
the biggest loser of the year,-0.5267,0.0
i thought trump would be tired of winningmore like he is tired of spending out millions to lost lawsuits,-0.7351,-0.4
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,0.0994047619047619
is stealing money from trump thats what i would call it i guarantee the judge is getting some of that and so is latisse james and the rest of us going to go for housing all the immigrants in new york thats why everybody on trial now are paying big fines and theyre using that to house the immigrants that judge is a disgrace latisha james is a disgrace and they just perpetrated the biggest sham in history,-0.8442,-0.02121212121212122
they indicted me,0.0,0.0
trump will be elected because of this voters are pissed,-0.6369,0.0
who he damagedthats a loooooot of youre blind judge,-0.4019,-0.5
he needs to shut down his business and see how that benefits ny they are doing one more thing that destroys yet even more state income and destroying yet another business this is the most ridiculous case i have ever heard in my life no applicants are responsible for net worth of properties value in any lending thats the lenders responsibility,-0.6436,0.145679012345679
remember this folks if you were a regular person youd be in jail while this trial took place and in jail after this verdict,0.1901,-0.06666666666666667
this is a good projection of black mentality,0.4404,0.26666666666666666
this is not a crime would you send me money to pay my feckin parking tickets trump would start a new superpac to fund them ffs,-0.3291,0.13636363636363635
trump rudy and mike lindell all learned karma doesnt like when you try to steal elections with fake electors,-0.8131,-0.5
no tishy judge will be fighting over trumps penthouse latissey should be disbarred play the movie her insane behavior that independent monitor requested the job to continuiing to bleed trump organization already made 27million,-0.6124,-0.5
banks were complicit and paid off,0.0,0.0
its not slowing him down thats for sure,0.3182,0.17222222222222222
another dear leader obiden move,0.3818,0.0
time to pay up diaper don haha,0.3818,0.2
meanwhile biden continues his illegal criminal activity unchecked,-0.7906,-0.45
so why doesnt he just build himself somewhere else close his business and get out of there they also dont understand how many people are employed by trump so what they did is cause a huge loss of jobs,0.0,0.45000000000000007
he had to expect this after all its nyc justice,0.5267,0.0
trying to open up trumps properties so they have some where to store all those illegal immigrants and made him pay for it,-0.6124,-0.25
trump lost trump lost trump the loser what goes around comes around suck it up sad people,-0.9186,-0.5
when do trumps criminal trials start if trump cant afford a lawyer after this the court will appoint one who is almost as incompetent as the ones he has now,-0.7369,-0.375
maga my assets got annihilated,0.1779,0.0
trumps a criminal and you know it youre making fools out of you selves sitting there and lying for him,-0.875,-0.4
predetermined decision by a corrupt system and a corrupt judge this is the goal to use lawfare to break him legally and financially,0.1027,-0.2
new york will never see me there again they are so out of touch,0.0,0.13636363636363635
boycott new york cesspool,-0.3182,0.13636363636363635
