comment,sentiment_gemini,sentiment_vader,sentiment_textblob
lets not forget how james said on video that the judge declared trump guilty before the trial even began im sure everything was fair though,-0.4472,0.354,0.2333333333333333
this is your president another court case lost another massive payment isnt it amazing how all this injustice happens to a billionaire manipulator who has caused the imprisonment of hundreds of his accomplices over decades clearly a twotiered justice system,0.0,-0.5643,0.2333333333333333
what a complete sham he will win the appeal,-0.67,0.5859,0.2333333333333333
this is such bs how much money did trump bring in revenue and jobs and taxes im sure it was billions of dollars what a disgrace,-0.7,-0.2263,0.2333333333333333
he doesnt have anywhere near that kind of money he will have to file bankruptcy but he has done that on numerous occasions,-0.4,0.0,0.2333333333333333
the people that know him the best hate him the most,-1.0,0.128,0.2333333333333333
remember this was a case in which the banks and their assessors claim no faud the judge assumes he knows more than the local real estate assessors do,0.0,-0.296,0.2333333333333333
once he is our president again he should charge the dems for this amount and put the judge to jail and nov elections should be last in the great us of a,0.4,0.6249,0.2333333333333333
nastiness thanks to trump what goes around comes around he started mocking and boasting about how smart he is a taste of his own bitter medicine,0.0,-0.25,0.2285714285714285
shifty trump finally got a little of his own medicineso glad,0.875,0.4588,0.228125
has positive impactas you keep losing elections,0.0,0.25,0.2272727272727272
this indictment was proof positive that the 2020 presidential election was rigged,-0.7,0.2732,0.2272727272727272
trump is the first candidate and millions more will follow without a single question to asked,-0.5,0.0,0.2261904761904762
i sincerely wish letia james a long and prosperous career,0.8,0.836,0.225
i cant believe these so called lawyers are allowed to hack the law the way they do america truly is becoming a third world hit hole,-0.877,0.4404,0.225
they and he broke the law the laws were not put in place to persecute them the law is the law so its pretty ironic to be shouting he didnt break the law its everyone elses faukt for going after him for breaking thr law please give me a break,-0.5,-0.2228,0.225
how can it be a fair trial if letitia james said she was going to get him i hope her and her tds judge enjoy their last few months in office they are doomed,-0.6000000238418579,0.4939,0.225
thank god he can appeal to a higher court that has real justice in mind,0.7,0.7906,0.225
nice to see a decades long criminal get successfully prosecuted,0.0,0.0,0.2249999999999999
what is trumps wl average loser lmao,0.0,0.128,0.2249999999999999
we are seeing the complete corruption of our justice system in full view and no one is doing anything,0.0,0.296,0.2249999999999999
i absolutely love this channel fox news or as most people call it the national enquirer of news has got to be the most entertaining channel on television my friends and i have never laughed so hard in our lives just watching the opinions and the content thanks fox news for all the laughs over the years,0.65,0.9266,0.2226190476190475
well ol trumpo hes not so smart now after all is he he should have made a demand that he be shown a written guarantee that he would actually get a fair trial right at the beginning of it all he could still do that now but hes too dumb to figure it out i dont have a genius level iq but i was able to figure it out all on my own if we dont have that written guarantee then every trial is one of two things either it is a pure gamble or it is a scam that is being run on us look up my paper about the universal get out of jail for free card and read it and then use it,-0.5,-0.4628,0.2217532467532467
imagine whats gping to happen when biden is impeached largely because of this latest leftist power grab just saying for a friend,-0.2,0.4939,0.2214285714285714
lmfaoo he not going to pay im so excited because all this does it shows trump is right maga will be back in office,0.6,0.4568,0.2202380952380952
trump say that the judge is corrupted but forget to say that his lawers has choosen it from a pannel of possible judges it was his choice also saying the the us are now like russia while refusing to support ukraine while saying that he trust putin more than the us intelligence services while saying that putin is a great man and while tucker sells us how great russia is pathetic,0.0,0.9568,0.22
michael cohen must be howling with laughter what a way to build donalds confidence before the stormy daniels criminal trial and such a great way to reassure his legal team about their pay as well winning,0.55,0.9349,0.22
we stand with you president trump we know all this was a horrible horrible set up we pray they get their day karma is coming for them all our best president ever president trump who did everything to keep our great has been rung through lies such a scam by those true criminals to heck with ny its a dump anyways god bless president trump and your family if we had that money sir id pay it for you let me win the lottery as i would for this great man who cares about our country,1.0,0.8402,0.21875
trump wins new york,0.2666666666666666,0.5719,0.2181818181818181
if i were trump i would get out of new yorkand then america i would move to russia and declare my allegiance to vladimir putinand russia first then do business where he can make money have power but nio bring down america in the process this is io i were an honest donald trump there will never be room for a legitimate republican candidate who puts america before himself until trump is out of the picture the problem in world politics today power first people second republicans have their best shot with trump power first people second putins war is to take down america make no mistake,-0.134542561355414,-0.5499,0.2175252525252525
im proud of alina habba the goat trump is probably busy sending emails asking for small dollar donation,0.2,0.4767,0.2166666666666666
every trump supporter donate to a legitimate fund to help trump together we are strong simple as,0.7,0.7964,0.2166666666666666
yikes trump inflated net worth by 22 billion inflated trump tower triplex apartment value by 100200 million 40 wall street property valued more than twice the appraised value tacked on an extra 1530 brand premium to the value of many of his golf clubs valued maralago as a private singlefamily residence that could be sold for 347739 million between 20112021 seven springs appraised value 30m trumps value 261m291m 40 wall street appraised value 540m trumps value 7354m maralago appraised value 18m 276m trumps value 4265m 612m,0.0,0.9758,0.2166666666666666
donald gambozo trump malignant narcissistic sociopath personality disorder is a mental health condition in which people have an unreasonably high sense of their own importance they need and seek too much attention and want people to admire them people with this disorder may lack the ability to understand or care about the feelings of others thats trump,-1.0,0.5719,0.2149999999999999
so its based on pure speculation zero evidence,0.0,0.0,0.2142857142857142
i dont pay taxes because im smart 35500000000,-0.1,0.4581,0.2142857142857142
if you think about it ttump is actually really smart,0.3,0.4576,0.2142857142857142
remember trump was a democrat for 8 years and switched when he figured out we are too smart to con,0.0,0.4019,0.2142857142857142
i never pay taxes im smart djt 355000000,0.0,0.4581,0.2142857142857142
trump thinks rules are for other people he will always break them in seeking more wealth more attention or more votes if reality doesnt get the expresident what he wants he conjures a new one trump is compelled always to fight even when stepping back would be smarter and when accountability finally arrives he sees justice as an act of persecution by his enemies,0.0,0.6478,0.2139204545454545
the one thing trump is still bothered with the most is why is it so easy to inflatedeflate your assets but so hard to find a fixer to inflate the votes,-0.4,0.008,0.2138888888888888
total democratic bs this country is going to hell let it be known take trump out of 2024 race dems still wont win guaranteed youre going down fast and justice will be served when the dust settles guaranteed fjb,-1.0,-0.6454,0.2111111111111111
good work attorney general now on to the criminal cases lock this bozo up once and for all for his criminal cases oh happy days i love it,0.75,0.6124,0.2083333333333333
this was a bigly fine that he bigly deserved,0.8,0.2023,0.2083333333333333
a 350m fine in a case where no one claimed a financial harm,0.0,-0.5994,0.2083333333333333
this is a civil case this is about money not about criminality great journalism guys clap clap way to take all the information from the whole trial and condense it down to trump defrauded the government for tax benefits and financial gain but its only white collar crime its not like he shot someone on 5th avenue kind of crime,0.0,-0.9064,0.2063492063492063
hard to believe some of the comments on here people cheering for the failure of the one man in american politics that doesnt want them dead,0.0,0.4253,-0.2020833333333333
this is an outrage im sorry president trump for these false attacks whole the niden crime family go free im sick of it,-0.5,-0.875,-0.2028571428571429
there all corrupt unbelievable in america ole nipples needs to be disbarred and tishy to close all your businesses in new york move them to florida,-1.0,0.2023,-0.2045454545454545
i have lost all respect for the democratic party and what it stands for the media plays a major hand in this as well totally disrespected and to do him like this at home speaks volumes of the rhetoric in todays society it only shows us how bad they wanted him to lose last election and how desperate they are in this one,-0.6,0.1298,-0.2062499999999999
so the same justice that applies to everyone else is applied to that orange moron and his magats cry fck off you pack of clowns what do you want hes a criminal and he will be going to jail and rightly so i blame fox for even putting him in the whitehouse the endless propaganda spewing out like sewage indoctrinated the feeble minded and created 70 million trumptardsfox and its owners executives presenter will be rounded up in due course,-0.317,-0.8382,-0.2071428571428571
someone who is gonna be a judge says she will go after a criminal in other news water is wet,0.0,-0.5267,-0.2083333333333333
i keep hearing how support from trumps base increases with each bogus indictment but the commentators are missing a more important question how is this unfair lawfare affecting trump support from independents and unhappy democrats its obviously distracting the typical voter of any party from paying attention to the horrible consequences of bidens puppetmasters at the helm the woke totalitarian democrat extremists are definitely twisted and corrupt but they certainly are not stupid,0.43,-0.4997,-0.2117216117216117
why to become as stupid as everyone who gets excited over it,-1.0,-0.25,-0.2124999999999999
this is what happens when you let the rich run for president idiots out of touchand power hungry,-0.75,0.5574,-0.2125
man this charge is trumped up plain garbage,-0.8,0.0,-0.2142857142857142
just plain election interference and joe stalin type justice to all that cheer this remember trump today you tomorrow,0.0,0.7717,-0.2142857142857142
if i were trump id get the hell out of the us the man seriously needs mental help,-1.0,-0.5574,-0.2166666666666666
the real loser is the american taxpayer who had lost 260 billion dollars to israel and 75 billion dollars to ukraine because the corrupt warmoneymaking machine is churning and churning and fleecing the american taxpayer since 1948,0.0,-0.6908,-0.2166666666666666
i will definitely vote for trump now this is disgusting everything trump is saying about the democrats is actually true this case helps prove this how can i ever vote for a party that would do this to someone,0.45,0.7506,-0.2166666666666666
she did her job she took down the criminal donald trump quit lying fox news if you didnt pay your taxes you would go to jail,-1.0,-0.7582,-0.2185185185185185
you know its crazy i was sued by a bank who defrauded me years ago i lost well north of 10 million not much for what trumps going through and they use forge documents forged notaries and made up stories it took nine years for me to beat them i lost everything i had in the process what got them as i was out of town with a man that was killed when they forge the dates on the documents so how could i be at the bank and with a dead guy out of town at the same time,0.0,-0.9287,-0.2199999999999999
so who do they have to pay this money to now one was complained that did business with them is new york going to get the money so they can give it to the illegal migrant,-1.0,-0.7717,-0.2212121212121212
so as there were no victims no one but the state filed a complaint against them that the judge ruled that they were guilty before before the trial it seems like new york is using the court to steal millions of dollars from trump,-1.0,-0.886,-0.2212121212121212
disbar the crooked judge and review all his previous cases this judge is corrupt just like the da,-0.699590912895,0.3612,-0.2222222222222222
read the judgment before commenting its shocking how ignorant most of these outraged comments are most of the commenters dont understand the case the law the ruling,0.0,-0.8207,-0.2249999999999999
hmmnever bothered anyone until just before the election itd be laughable if it wasnt clearly election interference by the corrupt left,-0.7,-0.52,-0.2249999999999999
clintons and blumburgs are the next to be fleeced by crooked courts judges and juries except these will be republican judges juries and courts anyone rich is now vulnerable to these terrible democrats who lie cheat and steal from us at will as these people have no souls,-0.308,-0.8316,-0.225
just another example of democratic corruption how does the judge decide the case before it starts sickening no jury does not allow evidence to be shown that would exonerate trump so many crooked decisions completely corrupt,-1.0,-0.5371,-0.225
this is fraudulent criminal and flat out disgusting no victims all bank loans paid back with interest real estate companies have no complaints everyone willing to do business with trump again this is pure evil meted out by the corrupt left in our government this is no longer the united states of america that i was brought up in,0.0,-0.9595,-0.2260714285714285
stupid money they are only trying to bankrupt him that is the absolutely only thing they are doing ridiculous do like everyone else dont pay it or pay it only in penniesone per day,-0.8,-0.7512,-0.2266666666666666
going after president trump is bad enough now they are going after his kids not good remember new york you wanted this what goes around comes around trump 2024,0.0,-0.7101,-0.2284090909090908
poor man breaks my heart everything this man has been going true i trust in god justice new york is disgusting like all those rats that they have there in the trains,-0.65,0.765,-0.2284090909090909
total bs this judge found trump guilty before a trial or evidence the trial was a technicality despite no victim hes throwing the book at the trumpfamily this is all political appeal what a miscarriage of justice this cant stand not in this country this doesnt just rally his base it shows independents some democrats with common sense the political witch hunt going on against him personally if he is found guilty of anything im not believing it jury or judge still voting trump2024,-0.404,-0.2495,-0.2291666666666666
dirty deceptocrats are among the worst human beings the big apple is becoming a rotten apple,0.0,-0.8834,-0.23
no crime no victim so corrupt willis is a ghetto thug disbar her,-0.8333,-0.8402,-0.23125
democrats will be hating life in 2025 with the new doj and trump administration justice will be served cold,0.0,0.0258,-0.2318181818181818
trump needs to get the hell out from new york this is crazy,-0.64075,-0.7906,-0.2318181818181818
trump needs to let new york rot like it is and take his business where people will appreciate the jobs trump is a ny man and this is so sad ridiculous,0.0,-0.3756,-0.2323232323232323
wow the republicans and people are voting and claiming donald trump is the front runner criminal for president you kidding me then every criminal person in the country should all be the united states president,-0.9,0.0516,-0.2333333333333333
thats how fox news is spinning the news for 11 minutes they ponder their version of the judges intentions and the nature of blue and red districts and the evil nature of ags and that the banks didnt complain etc but they found no word about trumps criminal intentions and behaviour trump is innocent the justice system is guilty how foolish do you think your audience is,0.0,-0.8017,-0.2333333333333333
i was looking forward to visiting america at some stage in the next few years not now all adding up to a scary place to holiday lawless,0.0,-0.128,-0.2333333333333333
took 20 years to long time to get this criminal man to justice sad he leaves like a king so long time typical ritch people allowed to do like trump,-0.8,0.0772,-0.2333333333333333
this is complete and utter bullsht supreme court hasnt got a backbone if they let this crap continue,-0.7,0.1531,-0.2333333333333333
hahahahah trump is 450 million in the holehes heading towards bankruptcy and so is his campaignso much winning a criminal surrounded by criminals worshiped by idiots,-0.8,-0.0772,-0.2333333333333333
are you trump morons getting tired of winning already,-0.5,-0.2023,-0.2333333333333334
so much winning at least it wasnt 787 million like fox had to pay why is god letting all these bad things happen to the grab em by the puy spray tan ymca dancing clown duh im a dumb maga,-0.4,-0.5471,-0.2349999999999999
these people going after trump are beyond disgusting i will be voting for trump for certain my ballot will be red up and down the ballot,0.8,-0.3182,-0.2353174603174603
democrat thugs shaking their political opponents what has happened to our consitution and our legal system this sets a very bad precedence,-1.0,-0.6115,-0.2366666666666665
the money goes to the state state taxes will be reduced by trumps contribution in theory the victim is all of ny state think of a poker game with one cheater the cheater gets the illgotten gains and the players lose,-0.4,-0.8555,-0.2375
this bogus illegal trial will never be forgotten we got the judges name and photo and we got letisha james name and photo very soon they both will be investigated and put in jail for this bogus illegal trial and using american justice system to stage this fake illegal trial and political witch hunt against a president of the united sates,-0.9,-0.8767,-0.2375
hopefully a higher court can reverse the satanic angoron moron this incompetent should be punished for his sins we will see if this crooked judge gets away with this this country is in real trouble,-0.8,-0.9157,-0.24
the ex president should plead guilty to his march criminal trial and let us get on with our lives sparing his family any further embarrassing facts about his flawed character and legal failures,-0.9,-0.8834,-0.24
this is insane no one was damaged no one directly involved even complained this was a personal attempt to financially break the trump family and corporations,-0.2,-0.8934,-0.24
trump doesnt make it through the weekend with a flood of tears and some very very stupid social media posts this is the second loss in a string of losses trump brought on himself theres already over 1300 with a federal police record for trump he doesnt care about you or america trump would not have ordered mike johnson to leave the border open until 2025 if he cared republicans are lying about the toughest immigration reform bill theyre ever going to get,-0.66,-0.9274,-0.2416666666666666
the press needs to stop glorifying trump little chance he loses in 24,-0.6,0.2193,-0.24375
this is ridiculous i have never played the political game but i can say at this moment i will never vote for the democratic party ever,0.0,0.3142,-0.2444444444444444
this sets a bad prescient for all who are in real estate this judge is so biased he see justice through his trump derangement,0.0,-0.4294,-0.2499999999999999
the banks always check out what you have the ecess your worth not you this is stupid,-0.5,-0.3612,-0.2499999999999999
fox communist network no better than cnn or msnbc,-0.5,0.1779,-0.25
this is a total lie corrupt judge,-1.0,0.0,-0.25
wet wk these fers i am soooo tired of these asshes,0.0,-0.4404,-0.25
total bs totally corrupt court this is not the way to protect democracy,0.0,0.3818,-0.25
bs window dressing from ny corrupt judicial system they are trying to bankrupt trump prior to november appeal,0.0,-0.5574,-0.25
when the courts are corrupt the nation is in its last says,-0.75,0.0,-0.25
we are going to have a parade,0.4,0.0,-0.25
corruption and political so sad for our country,-0.6,-0.6113,-0.25
illegal lawfare politically motivated bull shiff,-0.8,-0.1531,-0.25
trump will never win the election he cannot and will bot get independents and suburban woman good luck on your dead horse the idiot base loves this stuff educated americans understand that fox just lies and lies and doesnt fall for this bs,-0.82,-0.7699,-0.25
corrupt and political interference my opinion,-0.8,0.0,-0.25
trump his a criminal he need go to jail,-0.5,-0.5267,-0.25
d only corrupt person is trump,-0.5,0.0,-0.25
fill trump towers with migrants and turn it into a non profit no more tax dollars for nyc from trump,-1.0,0.1779,-0.25
this is so unbelievable the attack on one man for nothing,-1.0,-0.2494,-0.25
trump 2024 or no more country,-0.6,-0.296,-0.25
l james and the demon judge are without doubt the most evil people in the world,0.0,-0.5549,-0.25
the real corrupt guy is in the white house joe biden and his son those are the people she get locked it up in the white house,-1.0,0.0,-0.25
trump will never pay a cent his small donor maga zombies will pay,-0.8,0.1511,-0.25
if this decision is implemented it would cause the loss of jobs of ordinary americans who work for the trump organisation,-0.6,-0.3182,-0.25
watching this trial and the willis trial side by side it makes our justice system look so corrupt and politically biased,0.0,0.3182,-0.25
why you bring up oj simpson ignorance is contagious but stupidity is pricelessfox is complete garbage,-0.5,-0.743,-0.25
you could imagine what they have been doing to ordinary civilians all along,-0.5,0.0,-0.25
alexander smirnov comers big witness found guilty of lying,-0.4117647058823529,-0.7351,-0.25
talk about third world court this is just a power grab and money grab by corrupt judges we are adout to lose our country the judge needs to spend life in prison,0.0,-0.7184,-0.25
you cant go against the deep state and the crook establishment sorry for the americans democrazy,-0.4,-0.0772,-0.25
dont worry this will only make trump stronger because it shows how corrupt democrats are vote for trump,0.0,0.6131,-0.25
there are many hells in ny they are terrible,-0.4,-0.4767,-0.25
so when are these judges and courts going to make president biden pay back all his corrupt money 044,0.0,-0.1027,-0.25
355m is small the court shouldve charged triple and a lifetime ban,-0.7,-0.6597,-0.25
history will record all these corrupt decisions by democrats and their political allies in the judicial system as immoral political corrupt politicians judges and das,-0.9,-0.4588,-0.25
daaannmngggsss trumps grandfather been thru alot and early on founding members of helping america crazy,0.25,-0.0516,-0.25
they found him guilty the first day and this is a sad day for americans,-0.4785,-0.7096,-0.25
this is so sad such a witch hunt,0.0,-0.7753,-0.25
this is democrats stealing trumps money as far as im concerned bunc of dirty thiefs,0.0,-0.765,-0.25
seems excessive justice under law,-0.4,0.5267,-0.25
nyc needs trumps money to pay for all the illegal immigrants they are housing and feeding what a total clown world we are living in,-0.8,-0.6124,-0.25
the courts are getting more ruthless,-0.5,0.0,-0.25
i think the judge has his mind made up before the trial started he must be a biden supporter it makes me angry to see whats happening to trump as he is the only chance we have to lower prices so we can afford to take care of our families,-0.7,0.2023,-0.25
trying to open up trumps properties so they have some where to store all those illegal immigrants and made him pay for it,-1.0,-0.6124,-0.25
this this is what he was running away from when he sought the presidency he thought he could not only enrich himself as president but be immune and protected from his debtfinancial obligation liability accountability responsibility etc its all over now privilege card revoked hillary clinton was in calling him out on all of it in 2016 he ran for all the wrong reasons we didnt listen,-0.333,0.5499,-0.25
engoron found trump guilty before the trial began leticia james was out to get trump for personal reasons some justice humm,0.0,0.1531,-0.25
its simple he overvalued his properties when he wanted loans and undervalued when paying tax thats illegal,-0.5,-0.5574,-0.25
corrupt judge and a fraudulent charge so obvious this will not stand in appeal this is just designed to interfere with the election and it is in itself a crime this judge needs to be impeached removed from the bench and sued for damages himself banana republic corruption,-0.740021164409592,-0.8625,-0.25
appeal that idiotic uncalled and lawless decision from the most corrupt and hateful powerhungry incompetent judge of all times,-1.0,-0.8797,-0.2541666666666666
gee shocker a corrupt attorney general a corrupt da a corrupt judge in a corrupt county in a corrupt state the judge said he was guilty before the trial started but no twotiered justice system pure unadulterated garbage,-0.864,0.1531,-0.2595238095238095
pure corrupt politics leveled by corrupt democrats,-1.0,0.0,-0.2619047619047619
bull judge is flat out wrong,-0.6,-0.4767,-0.2625
old mad donald was always a con,0.0,-0.4939,-0.2625
with anomalies in nature youre only obsessed trumps got his wealth by striving hard and with his seats unlike others taken by in corruption we called it blood money will goes to nothing,-0.5,0.2732,-0.2638888888888889
yea new york cases are a waste of time hes guilty before the trail even starts they should just say guilty so it can go to an appellant court,-0.7,-0.8126,-0.2659090909090909
well lady justice is no longer blind in nythis is a complete farce if he over values his property as they say than why does he have to pay them shouldnt they be paying him for overpayment of property taxes and how can ny decide the value of a property in floridafubar,-0.1,0.3818,-0.2666666666666666
so after proving the mainstream media and democrats are corrupt now trumps proven our legal system is corrupt he has a knack of making people expose themselves,0.6,-0.0258,-0.2666666666666666
pathetic joke of a judge such harm to the legal profession,0.0,-0.6705,-0.2666666666666666
this shows you our court system is corrupt and broken a professional should not be posting videos of her wanting to sue trump as soon as she gets in office,-0.7,-0.4767,-0.2666666666666666
calling all maga morons you need to step up your monthly payments to diaper dons illegal defense fund he needs your money more than you do,0.0,-0.6597,-0.2666666666666666
this is crazy these dems have no low there was no damages nobody lost money yet trump is supposed to pay these criminals i cant wait till the pendulum comes swings back on these corrupt judges and people these people have exposed themselves so badly as the real criminals,-0.6666666666666666,-0.9738,-0.2666666666666666
its a illegal ruling and shows how corrupt the democrats are anything to stop our real president from taking his rightful place bidens corruptionhow do the voters not see this its total corruption and our current idiot is killing off,0.0,-0.926,-0.2666666666666666
what a corrupt legal system you have well done america you have now joined the the exclusive club of banana republic how do we trust you now a sad day for the world,-0.851,0.5106,-0.2666666666666666
here for the maga tears do illegal crap get held accountable love it,0.0,-0.4404,-0.2666666666666666
i forgot to sum up my last comment and say that all of this is just a plot and a plot to swing the vote to the side of the unconstitutionally correct sidethrough persecution this all looks like a medieval time stupid witch hunt by the demon crats,-0.8,-0.5267,-0.2666666666666666
play stupid games win stupid prizes,-0.3,0.34,-0.2666666666666666
its expensive when you are initially dealing with dishonest das i believe justice shall prevail on trumps side when that day comes these democrats need to be investigated by the law society,0.0,-0.0772,-0.2666666666666666
trump must be good for the people if they hate him this bad trump2024,0.0,-0.6486,-0.2666666666666666
how do these liberal imbeciles arrive at that crazy number the trial is a joke the real criminal called biden walks free,0.0,0.0,-0.2666666666666667
the racist atty general and biased judge new york u deserve yr prices and crime u vote these evil people in democrats,-1.0,-0.9325,-0.2712121212121212
unbelievable james said on camera that the judge found trump guilty before the trial even started how the hell does that work if they can do something to someone as wealthy as trump imagine what theyll do to the rest of us peasants and deplorables so frightening that you can be guilty of something without a victim you have to ask again what are they afraid of,-0.25,-0.8807,-0.2749999999999999
gee im shocked democrat judge found trump guilty nooo way wow what a big surprise,-0.8803,0.2023,-0.2749999999999999
364 million my god this is insane and these judges and letifa james needs to be thrown in a cage thus is a joke i looked online and a tiny lot many miles away from trumps property was asking 50 millions only for the small lot this is sickening,-0.24,-0.4215,-0.2749999999999999
no problemhis base will pay the bill for himoohhhfox is having a pity party for the billionaire who wants to be a us dictator lock him up alreadyj6 was politicalbut they lose faith in the system because this criminal is being held accountable no longer the law and order party,-0.5,-0.6705,-0.275
cant wait till november comes and he takes his seat back a lot of these corrupt fake for the ppl will be seeing jail time,0.6,-0.4767,-0.275
this is no surprise he was already found guilty long before,0.0,-0.4404,-0.275
talk about hate never seen anything like thistake us to higher groundthe devil is laughing and dancing in the streets lord help us texas,0.0,-0.6497,-0.275
what a load of crap funny what the biden crime family gets to do and nothing happens to them what about clinton,-0.4,-0.4939,-0.275
the court system is so corrupt our country is such a disaster its crazy that our entire corrupt government is trying so hard for so long to burry this one person,-0.6,-0.8109,-0.2773809523809524
completely ridiculous and they wonder why the entire country is done with this bullsht corrupt system done,0.0,-0.4201,-0.2777777777777777
nobody cares what you guys think trumps a criminal and hes going down,-0.3,-0.1027,-0.2777777777777778
james vowed to take down trump because hes the biggest criminal of the century,-0.5,-0.5267,-0.2777777777777778
pple will take advantage of money right or wrong sorry you keep getting caught up in the game of creed,0.0,-0.34,-0.2785714285714286
such blatant bs this needs to be fought to the supreme court and get this st right it is unbelievable how wrong and corrupt the system can be in the wrong hands,-0.67,-0.4767,-0.2806122448979592
finally revealing those fake actions he is not a good model for next generation we are also tired of those fake blode women from fox network all look same and fake,0.0,-0.9275,-0.28125
they wont get a cent they just want this to run on helping biden the law school that engoron graduated from should distance themselves from him this just screams stupidity as you have no victim so trump should move all of his businesses out of ny and deprive them of their tax revenue,-1.0,-0.8402,-0.28125
really shocking how political this appears to be nothing more shocking than the fox outright lies and how bad education system is so that many believe outright fabrication eg it was trump that valued mar a lago at 18m to escape taxes and him who insisted it wasnt and couldnt be a residential development do fox lie about the time date too,-0.75,-0.8265,-0.2833333333333332
this is so so wrong not fair enough for trump,-0.5,-0.7625,-0.2833333333333333
dont mess with the govt when you know your hands are not clean trump messed with the wrong people,0.0,-0.2987,-0.2861111111111111
this is disgusting people hate this man because he has a different belief in values that millions share but he is actually electable so they have to go after him unfairly they say no one is above the law yes no one is above the law starting with donald trump,-0.2,-0.4854,-0.2875
now dont look so unhappy just give him a spot tonight on one of your shows so he can con your maga watchers for some donations for his appeal because thats a lot of cm fox news help this imbecile his got the judges fist pretty deep without lubricants,-0.5,-0.3541,-0.2875
president trump move all of your business out of new york you have texas or florida l think the people that keep doing this this is what l think if a man loses his soul what has he gained these people dont have a soul l would not be in their shoes for their socks hell is come for them they dont have to die hell is coming to get them gods word goes on and on just watch this is a bad ungodly thing,-0.6667,-0.8821,-0.2878787878787878
theyre expecting trump to paid new york for these illegal migrates for the democrats party something wrong here and corruption to the core talk about desperation and they know they will lose the election biden administration out president trump 2024,0.0,-0.8658,-0.2878787878787879
this is how theyve always treated truckers going into new york like their doing to the president this is the worst place in usa to open a business run,0.0,-0.3818,-0.2878787878787879
in new york you are guilty when latis says you are guilty,-0.5,-0.6808,-0.2878787878787879
5 bankruptcy and he stiff those poor small business that he didnt pay,0.0,-0.4222,-0.2880952380952381
trump has done so much for new york its truly sad that these people are so envious and cruel,1.0,-0.7909,-0.2909090909090909
lets see donald trump has about 100 million supporters if not more let all send him a 500 bill that should cover the money im serious if he did a go fund me i would send my 5 bucks,0.75,0.3818,-0.2916666666666666
no matter how hard they try they will not stop him,0.0,-0.1561,-0.2916666666666667
the democrat injustice system hard at work,0.0,-0.6249,-0.2916666666666667
they are trying so hard,-0.6,-0.2183,-0.2916666666666667
notice that they arent showing any of the actual decisions made by the judge where he shows why he made the decisions they cant show that because its impossible to argue against the actual data but yeah totally political idiot cultists lmfao,-0.75,0.2459,-0.2933333333333333
disgusting gold digger they 547 are so afraid of him meanwhile we have an incompetent imposter pretending to be president in the white house destroying our usa and compromised up the yim yam 31 million dollars from china into the biden pockets our enemies china 50 of the invaders at the border are chinese military aged men,-0.413,-0.9169,-0.29375
he stole hundreds of millions from the banks and the taxpayers by lying on his loan application and tax declaration what a scum bag,-0.7,-0.5267,-0.3
lame what about all the liable against him,-0.5,-0.4215,-0.3
breaking news trump loses biggley,-0.5,-0.3182,-0.3
another setup scam by those dishonest democrats trump2024,-0.9,-0.8126,-0.3
mr trump is being unlawfullý demonised and the justice sytsm is political and corrupted democrats are so desperate,-0.5,0.105,-0.3
the fact that this case went through with no actual law broken and that the judge already had found the defendant guilty without even hearing the case should be thrown out the prosecutor should be disbarred the judge should be throne off the bench if this was a case against any minority that would be people in the streets,0.0,-0.7964,-0.3
if the judge decided the case before hearing it wouldnt that be judicial misconduct or at the least grounds for apeal,-0.3,0.0,-0.3
donation emails incoming time to get out your bank card suckers,-1.0,-0.5106,-0.3
fox news sucks these days just like all the others,0.0,0.0,-0.3
suckers trump won leave president trump alone,-0.5,-0.2023,-0.3
they just cost ny the banks should be furious but in the end the devil loses,0.3333333333333333,-0.9081,-0.3
what part of he was already found liable already do you people not understand this is a result from that guilty verdict,-0.5,-0.296,-0.3
even a blind man can see how the system has been mobilized against president trump any man that can scare politicians and elitist like that will get my vote even if he is in jail,0.5,-0.5267,-0.3
thats way too much money for some crap like that you know what it is bs,-0.5,-0.0258,-0.3
now look whos crying hes a criminal you fools,-0.8,-0.8658,-0.3
hahahahhaa trump loses again,1.0,-0.3182,-0.3
ha ha ha whos a sucker and loser now,0.3333333333333333,-0.1531,-0.3
the hatred of the democratic party is completely over the top its devastating to our country extremely sad for me to know my old friends hate me now toobecause i am a republican their hatred is so sad,0.0,-0.954,-0.3
all this just shows the desperate lengths the dems will go to stop a political opponent president trump 2024,-0.7,-0.5423,-0.3
hahahahahaha trump loses again and again what a loser,-0.9,-0.6908,-0.3
man its crazy when someone says that theyll do and actually do it maybe take a note trump,0.0,-0.34,-0.3
the only thing that could stop trump is to stop him the way kennedy has been and we all know that democrats are going to do anything to stop trump they are crazy,-0.68,-0.7906,-0.3
im getting confused by all the different cases wasnt he found guilty because he didnt defend himself,-0.1,0.0083,-0.3
so the judge who said trump is guilty before the trial started found him guilty well color me surprised,-0.46875,-0.3818,-0.3
johnson johnson was forced to pay 150m for creating the fentanyl crisis in america think about that,-0.5,-0.743,-0.3
this engoron guy is a criminal he is a crooked judge engoron needs to be disbarred then charged imprisoned for life this sets an illegal presidence that makes every business a target of abuse of power,-0.898,-0.9432,-0.3
ny sucks trump 2024,0.0,-0.3612,-0.3
id pack the mule and get the hell out of ny and never do business there for at least 364 million years,-0.65,-0.6808,-0.3
democrats want to games corrupt dont cry wolf when we republicans play the same ball game,0.0,0.6433,-0.3
