comment,sentiment_vader,cluster
its ironic that the criminal and fraudster keeps tearing down our institutions judges fbi doj anyone who wont break the law for him,-0.8126,1
yea new york cases are a waste of time hes guilty before the trail even starts they should just say guilty so it can go to an appellant court,-0.8126,1
believe it or not corrupted justice every liberal state they afraid of him try all they can to block it this is america corruption justice system,-0.8152,1
these people are clowns embarrassment to the law so sad i feel sorry for the people living in ny,-0.8154,1
i think this whole thing is despicable the judge is bias against this family and judged them guilty before the trial this is definitely not justice this is very political the banks did their own assessment on the properties so how could they prosecute trump and come up with this amount of money this is ludicrous,-0.8164,1
this is more proof of how corrupt this government is with biden at the helm this is beyond wrong and it will come back to bite that evil judge and daas it should,-0.8176,1
read the judgment before commenting its shocking how ignorant most of these outraged comments are most of the commenters dont understand the case the law the ruling,-0.8207,1
when the truth comes out these judges should be fired and jailed what the h e ll is wrong with the u s a,-0.8225,1
citizen trump did the crime end of story now this is the penalty to pay and presumably from all his boasting it is small change to him of course he will expect all his low income gullible supporters to foot the bill even if he had the money,-0.8225,1
someone needs to arrest judge enrogan and leticia james put them in prison for treason,-0.8225,1
totally bogus case corrupt highly biased incompetent prosecutor judge and jury prime example of a completely political hatchet job what an embarrassment,-0.8258,1
these judges are unjust and evil,-0.8271,1
this idiot james and that weird looking creature of a judge are evil and may god strike them down,-0.8316,1
clintons and blumburgs are the next to be fleeced by crooked courts judges and juries except these will be republican judges juries and courts anyone rich is now vulnerable to these terrible democrats who lie cheat and steal from us at will as these people have no souls,-0.8316,1
what a disgrace to america trump is inacent fire all the judges they are a disgrace to america go trump,-0.8316,1
a non productive evil politician of a judge attacking the producers something has to be done about these parasitic judges democrats have already turned the usa into a banana republic republicans are now obligated to pay back,-0.8316,1
the criminality in our judicial system is sickening criminal sob posing as judges and court officers,-0.8316,1
there are people sitting in prison without receiving a fair trial and now this unfair trial this is election interference,-0.8354,1
a witch hunt a disgrace a former president being hounded it is shameful typical demomarxists,-0.836,1
when this witch hunt will finish when these democrats stop doing illegal lawsuits,-0.836,1
oj didnt have to pay anywhere near that and he killed two people this is a travesty,-0.8361,1
yeah totally not politically motivated this judge needs to be thrown in prison along with the entire circle of people that brought all of these charges together at the exact same time what a complete joke and a massive abuse of our judicial system,-0.8378,1
so the same justice that applies to everyone else is applied to that orange moron and his magats cry fck off you pack of clowns what do you want hes a criminal and he will be going to jail and rightly so i blame fox for even putting him in the whitehouse the endless propaganda spewing out like sewage indoctrinated the feeble minded and created 70 million trumptardsfox and its owners executives presenter will be rounded up in due course,-0.8382,1
no crime no victim so corrupt willis is a ghetto thug disbar her,-0.8402,1
the fox anchors dont know anything about the law i think the ex president was politically prejudiced when he lied about the election 10 thousand pencils cant make 10000 square ft equal 30000 sq ft and falsification on a loan form is a crime even if you are too inept to run a business,-0.8402,1
when i have jury duty they ask u if u have any negative feelings about the case or anything that can hinder your judgment but when letifa james says she will attack and go after trump how is that ok for a attorney to do that or whatever she is this is a disgrace,-0.8402,1
is stealing money from trump thats what i would call it i guarantee the judge is getting some of that and so is latisse james and the rest of us going to go for housing all the immigrants in new york thats why everybody on trial now are paying big fines and theyre using that to house the immigrants that judge is a disgrace latisha james is a disgrace and they just perpetrated the biggest sham in history,-0.8442,1
trump wont pay a penny when this goes to a real court the charges will be dropped the judge is corrupt and should be removed from the bench trump should sue the judge all these cases against trump are fraudulent shame on the legal system the democrats have destroyed our legal system,-0.852,1
the money goes to the state state taxes will be reduced by trumps contribution in theory the victim is all of ny state think of a poker game with one cheater the cheater gets the illgotten gains and the players lose,-0.8555,1
this is just disgusting that judge is a criminal how everything going on is allowed gives me absolutely no faith in our court systems period they are literally trying to steal his money point blank,-0.8561,1
i think this sooooo political and this so called mr atlas judge is not justice no bank that he borrowed money from is saying that he did wrong this is a dual justice system because whats next who will be next how many big businesses will fall to this type of mis justice,-0.8604,1
i love how the fulton county case started 2020 trump kept delaying it and the 2 grand juries where it would be done and him prosecuted but suddenly its political and tgey are trying to keep him out of office no you are trying to avoid punishment thinking being president with cancel the convictions coming,-0.8625,1
insane beyond all measure radicals are a serious threat kanagroo court judge is a lunatic and should be removed and the decision vacated,-0.8625,1
corrupt judge and a fraudulent charge so obvious this will not stand in appeal this is just designed to interfere with the election and it is in itself a crime this judge needs to be impeached removed from the bench and sued for damages himself banana republic corruption,-0.8625,1
engeron is the only criminal in this case he should be fired disbarred and prosecuted,-0.8625,1
how come nobody else is getting prosecuted for this crime does that attorney general go after other people also for the same crime,-0.8625,1
this judge has stepped over the line he doesnt understand real estate there were no victims this is politically based this judge just put a lot of people out of a job he needs to be voted out because he is biased once again proof of the twotier justice system its a sad day when the judges lack ethics and moral conduct the american people cannot trust the legal system we need trump in office more now than ever this time he needs to drain the swamp,-0.8648,1
this is utterly disgusting letitia said she and the judge had decided to find him guilty before the trial began were now the republic of america new york is a disgrace,-0.8655,1
now look whos crying hes a criminal you fools,-0.8658,1
im an independent latino judge arthur engoron looks and feels evil vibes no bueno thanks to engoron new york city real estate will suffer judge old age is difficult to comprehend business,-0.8658,1
as the dominos fall the next trial will be a jury trial of women men democrats and republicans we have to let each trial play out because for republicans the law and justice matters in all indictments it wasnt the doj but a jury of democrats and republicans who decided an indictment was indicated now it goes to trial to determine the charges are criminal or the charges dropped we need to stop media from dictating our responses,-0.8674,1
how many dicks did the ag of new york have to suck to get in office and how many dicks did the judge suck to be a judge the ag is racist she hates white people and people better wake up,-0.8689,1
if i was the judge i punished mister trump much more i would say double much because its bad what trump or his compagny did yesterday mister trump said there are a lot of sick people in america and mister trump is one of them,-0.8689,1
here is one that nobody has figured out yet i am a real estate appraiser with 36 years of experience so i speak with a fair amount of education on the subject the judge in this case is not qualified to value real property therefore when he did he violated numerous federal laws with some are with the comptroller of the currency some with federal lending practices as the properties all have mortgages trump needs to look into taking the judge to court for his unsupportable and unqualified property estimates of real property this is so illegal its a no brainer,-0.8736,1
you guys are so delusional you will do anything even go to jail for this criminal yall crazy cant wait for election you all are going to riot even more,-0.875,1
immediate appeal with a stay pending appeal so this order is useless and impotent and this judge needs to be impeached and removed for abusing his power i am absolutely fed up with this nonsense,-0.8757,1
this bogus illegal trial will never be forgotten we got the judges name and photo and we got letisha james name and photo very soon they both will be investigated and put in jail for this bogus illegal trial and using american justice system to stage this fake illegal trial and political witch hunt against a president of the united sates,-0.8767,1
appeal that idiotic uncalled and lawless decision from the most corrupt and hateful powerhungry incompetent judge of all times,-0.8797,1
there should never have been any doubt of this decision they shopped for a judge willing to sell his integrity to get donald trump mr trump was found guilty before he or his lawyers even stepped into court its all about wasting mr trumps time and his fortune he has to spend money to defend himself and they wont be happy until he broke either financially or spiritually im just stating the obvious,-0.8806,1
unbelievable james said on camera that the judge found trump guilty before the trial even started how the hell does that work if they can do something to someone as wealthy as trump imagine what theyll do to the rest of us peasants and deplorables so frightening that you can be guilty of something without a victim you have to ask again what are they afraid of,-0.8807,1
of course it was no surprise his culpability was never the point that was already established the judges job was to punish the fault in my opinion it should have been more donald trump is not a real united states patriot but precisely the opposite he does not care about the united states nation,-0.8808,1
was not a fan of trump but what i see in our courts to date against this man changed my vote president trump got my vote i am shocked at how black and jewish politicians abuse our court system so corrupt,-0.8815,1
the ex president should plead guilty to his march criminal trial and let us get on with our lives sparing his family any further embarrassing facts about his flawed character and legal failures,-0.8834,1
this is despite the fact that the bank trump supposedly defrauded testified in support of him this case should fall apart on appeal theres no crime no victim and no damages,-0.886,1
so as there were no victims no one but the state filed a complaint against them that the judge ruled that they were guilty before before the trial it seems like new york is using the court to steal millions of dollars from trump,-0.886,1
foxnews saying there were no victims will prob show you a story of crime in ny and ask why also apparently crimes dont exist if you run for an office gon go to law school and tell every criminal to just register for an office,-0.886,1
if you rob a bank then give the money back no crime think and dont sound like the trumpster theif,-0.8862,1
its not a win for democrats its theyre defeat big timetime will show it all but so sad they reported on how democrats control theyre democrats nancy would pull funding for those that went against them breaking them financially judge controlled democrat but yet he toke an oath to uphold the law heee this is funny for the judge and james now trying to do the same to republicans the proof of democrats crime,-0.8866,1
i dont understand how a judge can be so corrupt and have no fear of being in trouble for his stupid actions,-0.8885,1
limleygilbert trump doesnt sell his properties to losers and broke fools like you letitia and judge jargon trump has a target market and nobody complained and thats why you arent living in the rich neighbourhood coz you are broke you cant hate those who are successful because you are a loser are these two gonna look at every property bought and sold in new york or only because they wanted to harass trump besides jorgonthe judge isnt the supreme court,-0.8892,1
dump trump 2024 first of all he was found guilty 2nd of all trump was so disrespectful to the court third of all the judge was lenient he could have banned him for life trumps lawyers didnt request a jury trial their fault finally dump trump 2024,-0.891,1
trump is such a baby a court case goes wrong and trump is at the tv camera its always the same poor me speech there is always some gimic trump is going over to get out of a judgement like presidential immunity that follows ex presidents for the rest of thier life meaning trump cannot be charget with a civil penalty or criminal prosecution the problem is there is no such concept in the constitution or history yes nixon was pardoned for his watergate crimes however a pardon doesnt affect the future mr trump blease higher a good spokesperson and avoid tv cameras,-0.891,1
one question and only one what would these people be saying if this was biden who was charged and found guilty would there be as much anger and outrage,-0.891,1
thats just asinine no victim no complaint all loans paid back found guilty before the trial ever even started this is more than just a case of i dont like him theyre trying to break him let the appeals begin,-0.8912,1
in any real court of law there is no basis for this nonsense obvious intentional election interference on par with any banana republic this crap is disgusting to say the least,-0.8939,1
the judge declared him guilty before the so called trial began no victim no crime other than his name is donald trump,-0.8957,1
this is totally political and a weaponization of the justice system it is an obvious vendetta against mr trump and the penalty imposed is grossly unfair and excessive for a so called crime that has no victim or injured party,-0.8996,1
trump and fox news are having really bad money problems the battle to lose the most money in court lmaoo,-0.9013,1
talk about a huge injustice ny city needs money so bad that they have to persecute this man this judge was not unbiased from the beginning what a miscarriage they need to pull all business from ny forever lets see the money ny city loses then there was no way that donald trump would ever have a fair tria in ny close the businesses it is all a political hit job loud mouth female,-0.9025,1
injustice at its worst its sickening to fathom the judges are so compromised and corrupt trump 2024,-0.9042,1
this corrupt lying da told everyone months before the trial that she and the judge agreed that trump was guilty this scumbag judge that looks like he escaped from mad magazine didnt waste any time in convicting the president this shows just how the radical leftist democrats own the legal system any conservative especially if you like trump can be arrestedtried and imprisoned in minutes while the doj and fbi continue to protect the democrat criminals and hide evidence,-0.9056,1
this is a civil case this is about money not about criminality great journalism guys clap clap way to take all the information from the whole trial and condense it down to trump defrauded the government for tax benefits and financial gain but its only white collar crime its not like he shot someone on 5th avenue kind of crime,-0.9064,1
this happens in thirdworld corrupt countries a corrupt hating judge a get trump crazy da this judge should have been removed from this kangaroo court im very sad and ashamed of my country,-0.9092,1
treason treason criminal interference prison for them,-0.91,1
trumps accounting firm fired him because his numbers were not reliable or variable but its the prosecutors or judges fault he was found guilty by his peers smh,-0.91,1
is the man guilty or not well is he and lj saying im going to prosecute 45 fails in comparison to chants all over the country about locking up hclinton fox has the nerve to replay lj 45 has repeatedly broken the law what about the constitution bring facts not just opinions please not just whining about unfairness as if we are dealing with a childlike mindset,-0.9102,1
wow you are really sad for the convicted sexual assault rapist ex president sad,-0.9133,1
hopefully a higher court can reverse the satanic angoron moron this incompetent should be punished for his sins we will see if this crooked judge gets away with this this country is in real trouble,-0.9157,1
donald trumps guilt is documented in his companies own records its tax returns and loan applications there is no question that he is guilty he has been a criminal all his adult life and his father was a criminal before him,-0.9169,1
judge ignoron will be in prison before trump will pay for ny illegal aliens problem via these fake fines theyll have to panhandle elsewhere,-0.9201,1
you know its crazy i was sued by a bank who defrauded me years ago i lost well north of 10 million not much for what trumps going through and they use forge documents forged notaries and made up stories it took nine years for me to beat them i lost everything i had in the process what got them as i was out of town with a man that was killed when they forge the dates on the documents so how could i be at the bank and with a dead guy out of town at the same time,-0.9287,1
this is so wrong on so many different levels they know it we know it the news knows it a lot of people know it so why are they letting it happen why the accusing him of stealing or whatever it is that they are accusing him of when its not even true we all know its not true because he paid everything in full so whats going on here whats really the deal here whats going on whats going on whats going on,-0.9294,1
the racist atty general and biased judge new york u deserve yr prices and crime u vote these evil people in democrats,-0.9325,1
total bullshyt from a banana republic style kangaroo court all this infront of the american people exposing the fact that if this fake fraudulent court crap sticks then every american citizen will be the next target of the banana republic govmnt all this is part and parcel of joe biden and barry sotoero aka barrock hussein obammy aint this great folks remember you voted for this atrocity,-0.937,1
this judge must be ashamed of himself it is awful that an old man like him ends his career with this kind of stupid dishonest decision i really hope that he gets to be punished for that injustice somehow,-0.9382,1
and when trump becomes president garland every de illegal de the fbi director hidden crimes these prosecutors in that illegal judge should all be put in prison for a national security because this is all bogus from georgia to new york to dc because we cannot allow these outlaws to continue in their illegal warfare against mega we the people,-0.9389,1
what the hell has happened to our country the criminals are in charge at every level and no one is able to do anything to stop it republicans are completely worthless and do nothing,-0.9422,1
this engoron guy is a criminal he is a crooked judge engoron needs to be disbarred then charged imprisoned for life this sets an illegal presidence that makes every business a target of abuse of power,-0.9432,1
no faith in our injustice system this is a disgusting weaponization of the courts for political gain gross gross gross all this spiteful politically driven litigation is just going to backfire as they turn him into a martyr,-0.9442,1
i live in austria but find this all hillarious especially the argument there were no victims in europe you are guilty the moment you hand false documents to a bank insurance company or the tax authority the law does not say that there have to be victims that would be ridiculous from what i have learned the trump org provided at least one bank with false financial statements thats it what about all this political nonsense you can be a crook and run for president you can be a crook and be president in europe we had it all,-0.9525,1
this is ridiculous totally unlawful these people need to be arrested for using their positions to persecute harass and prosecute this is incredibly preposterous they are trying to bankrupt him,-0.9531,1
oeps i appeal what has trump got to loose in a appeal one would think but there is always still the risk of getting banned for life doing business in ny if trump would loose that appeal but all others who got found liable and fined and or suspended for doing business i would take my loss dont appeal but dont listen to anything i say or do of course just do your own research and consult a ny lawyer,-0.9542,1
this is fraudulent criminal and flat out disgusting no victims all bank loans paid back with interest real estate companies have no complaints everyone willing to do business with trump again this is pure evil meted out by the corrupt left in our government this is no longer the united states of america that i was brought up in,-0.9595,1
what exactly is donald trump guilty of i just cannot believe the terrible state of things in our court systems of today not only in america but throughout our worlds democracies the mentally unstable are really running the show today and new york and surrounding areas have obviously drank from the cup of evil as have many other head officials in cities throughout our world money really is the root of all evil and the people trying to stop donald trump from becoming the 47th president of the united states of america are definitely pawns of the devil,-0.9649,1
there should be a bunch of people charged with hate crime because this is what hate crimes all about they hate donald trump so theyre attacking him just like beating him up on the street theyre all guilty of crimes in this country,-0.9719,1
this is crazy these dems have no low there was no damages nobody lost money yet trump is supposed to pay these criminals i cant wait till the pendulum comes swings back on these corrupt judges and people these people have exposed themselves so badly as the real criminals,-0.9738,1
as a black woman i am beyond disgusted with leticia james who is allowing herself to be used to go after trump while new york city is overrun with unvetted criminal illegal aliens who are a direct threat to america ilegal immigration hurts the black community the most and for this woman to focus on trump while her own people are suffering is absolute abuse of power she and the judge need to be jailed and stripped of their law licenses the more they do this to trump the more we will support him,-0.9762,1
guilty is as guilty does notorious liar who continues to wax worse and worse deceiving and being deceived mr trump needs to stop lying and repent,-0.9796,1
conald skunk is now a convicted fraudster conman sexual abuser and liar with 4 indictments with 91 felony charges to go up next forty charges in the classified documents case 32 counts willful retention of national defense information 2 counts false statements 6 counts related to obstruction withholding or altering documents four charges in the federal jan 6 election case 1 count conspiracy to defraud the us government 1 count conspiracy against civil rights 2 counts obstruction thirteen charges in the georgia election interference case 1 count racketeering 8 counts related to forgery or false statements and documents 4 counts soliciting or impersonating a public officer thirtyfour charges in the falsifying business records case in connection with hush money payments to adult film actress stormy daniels during the 2016 election 34 counts each represents an alleged misclassified campaign expense,-0.9812,1
i am sad to see this is what our soldiers fought and died for for a state to ignore law and institute what suits them i lost family i served and i just cant stand to see what i and others defended was this i cant wait to vote biden out in november a doj that will allow this type of injustice for biden a man who is guilty for the deaths of americans in bulk by opening our borders there is no forgiveness for the terrible things happening under the biden administration shame to those on the hill you have killed democracy for an agenda and i cant wait to vote trump,-0.9821,1
most people in business already know that the extremely wealthy have an unfair advantage ie if you are extremely wealthy more than trump apparently you can save 168 million dollars on interest payments most businesses dont have a huge profit margin maybe 20 percent is a good point for most this trail points out that the common person would have to pay an additional 168 million maybe more if you have less money the trump in interest payments effectively eating away at the profit margin so the extremely rich saves 168 million and can lower the cost of their widgets or use capitol in other ways to be more competitive while not affecting the profit margin this means the extremely rich will most likely win in a competitive business every time making the richest richer and keep the less rich in their place now government judge is stepping in to help the billion dollar finance industry keep this borderline criminal process going this should be the focus and the reason for outcry stop focusing on trump and see how the rich get rich while the rich are left with scraps,0.9919,2
ba ha ha ha ha ha ha ha ha ha i remember kenneth copeland saying how god would help trump win in 2020 god told him so much for your god and your traitor trump he will never be president again,0.9825,2
yikes trump inflated net worth by 22 billion inflated trump tower triplex apartment value by 100200 million 40 wall street property valued more than twice the appraised value tacked on an extra 1530 brand premium to the value of many of his golf clubs valued maralago as a private singlefamily residence that could be sold for 347739 million between 20112021 seven springs appraised value 30m trumps value 261m291m 40 wall street appraised value 540m trumps value 7354m maralago appraised value 18m 276m trumps value 4265m 612m,0.9758,2
jim jordan or one of trump allies should start a gofundme 30 dollar from each loyal make sure not to violate any campaign laws supporter get the money up fast energize the supporter show the world how energize the base is and how fast they can get pass this if the work hard the faster the better key word i see a huge opportunity brewing,0.972,2
folks you support him regardless of truth he is cheater fraudulent and consistent lier he plays to putin hand to get his support to win the race meanwhile you stop supporting ukraine where everyday woman children are dying and cities flattened to earth show courage stand with brave ukrainians help them to defend themselves god bless you,0.9716,2
witch hunt maralago valued by trump at 700 million in 2012 but was appraised by palm beach county at 261 million in 2016 seven springs llc appraised in 2006 at 30 million valued by trump at 261 million in 2012 and 291 million in 2013 albemarle estate purchased by trump for 65 million in 2012 valued by trump at 90 million in 2014 and 170 million in 2015 turnberry golf resort purchased by trump for 63 million in 2014 valued by trump at 217 million in 2016 and 300 million in 2017 doonbeg golf resort purchased by trump for 15 million in 2014 valued by trump at 180 million in 2016 and 200 million in 2017 trump tower valued by trump at 600 million in 2012 but was appraised by cbre group inc at 481 million in 2016,0.9659,2
i believe this is injustice against the ex president he shouldnt be punished for running for president all he did was try to do his duty to the country and that should not be to take money from him when he paid for his whole campaign no help just goes to show you how awful some people in this country is support your fellow american fellow president at that i just dont understand we all know his personality is pure plain man not politician leave the trump family alone who are you giving this money to he did his service to this country and would have done 8 more years if you let him no yes were not becoming russian yes we want and need to share jesus christ testimony that russia will love god serve god and equally pray for the kingdom of heaven to come be made manifest on our earth in jesus name,0.9533,2
as a 66 year old african american male grassroots republican and a president donald trump supporter who lives in macon bibb county georgia 31201 i will continue to keep president donald trump our grande ole republican party and our nation at large the united states of america in my daily morning and evening prayers taken from my 1789 book of common prayers of the protestant episcopal church of the united states of america and the authorized king james english bible god bless the united states of america,0.9442,2
what normal american could sustain this absolute tyranny trump is a superhero he has the tough skin he has the energy he has the celebrity personality and connections he has the character and he has the billions to weather the war i am convinced no other american possesses these qualities god bless you president trump thank you for standing up for us we know that you are taking these very heavy hits for us god bless you brave champion,0.9413,2
if he were nicer maybe taylor swift would help him out imagine needing blue money after you pulled yourself up by the boots straps with nothing a but a tiny few million dollar gift from pops only to loose it all and need hand outs from the party that densest believe in helping anyone,0.9408,2
those who pray join me in praying for president trump pray that he may be well protected stand strong and prevail in all these corrupt charges against this president america needs revival and to turn back to god and then america needs president trump back in the oval office now,0.9393,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america more justice now jail trump,0.936,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america now more justice,0.936,2
one of the richest men in the world stuck his neck out for the people and the same establishment that claims to have our best interest attacked him he sacrificed himself and his wealth for the american people no greater love,0.936,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america more justice now jail trump,0.936,2
michael cohen must be howling with laughter what a way to build donalds confidence before the stormy daniels criminal trial and such a great way to reassure his legal team about their pay as well winning,0.9349,2
the trump org said maralago should be valued between 115 billion buckingham place is worth 13 billion buckingham place is 830000 sq ft maralago is 62500 sq ft incorrectly represented the size of his triplex apartment and overvaluing it significantly claimed control over certain assets like the vornado partnership interest as cash when there was no such control falsely represented the number of homes that could be built on a property in aberdeen to be much higher than permitted ie claiming permission to build 2035 private residences when only 500 were permitted the valuation of 40 wall street was falsely inflated with projected net operating incomes far exceeding realistic figures such as representing a 262 million net operating income that was never achieved falsely stated that real estate asset valuations in the sfcs came from outside appraisals lied about the existence of potential claims against the trump organization obtained favorable loan terms and avoided setting aside cash reserves by providing personal guarantees based on these inflated financial statements these guarantees required maintaining a net worth and liquidity based on the false financials impacting loan agreements with financial institutions,0.93,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the honest people of america,0.9287,2
president biden is one of the greatest presidents in us history he will win in a landslide in november i love you president biden,0.9217,2
yall trump supporters better be sending him your weekly pay checks since you love him so much lol,0.9132,2
its tooo late for thatbut better yet stop exaggerating what you are worth in order to secure a loan for lower interest its one thing when you are trying to pick up a girl and say you own this or have that but its quite another when you present false documents in order to deceive a bank it is political in that trump knew some of not most of the indictments were coming down the pipe and knew running for president would be his get out of jail free card nice try donald it shows how much how he really cares about this country and is willing to do and say anything to pit america against itself,0.9116,2
he doesnt care about these things to him its nothing more than a side show from the real problems facing america his 2 main concerns are the american people and the united states a true american patriot one of the all time best the best i can do is tell him thanks,0.9113,2
hope trump picks noem for vp she is smart and has the best for the country in mind i agree with the guy below id pull my business out of ny,0.9062,2
this is the most ridiculous case look at the resemblances on the da of all trumps cases i believe something will come up on these corrupts just like fanni willis case god is good and the truth will fall out eventually god protect president trump and his family and everyone who supports him,0.9044,2
surely billionaire trump will be upset by the ruling but can clearly afford the debt without begging stupid poor white people sorry i assume that is 90 of his voters for money to help him pay the fine,0.9031,2
trump saved on real estate taxes by lowering the property values when reporting to tax authorities trump saved on bank interest payments by increasing the property values when reporting to tax authorities,0.9001,2
all you trump supporters better start giving your paychecks to trump ha ha,0.9001,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,2
hey fox it looks like your cult leader just won again he promised you youd get sick of winning sick of winning yet lol vote joe biden 2024,0.8934,2
donald trump makes david koresh jim jones charles manson ect seem like amateurs he has mastered the art his money and success in real estate entertainment and the political realm makes his rhetoric believable to the naive and uninformed his followers will support him no matter what crimes he commits nothing will sway their devotion some supporters even admit that its a cult most prefer not to use that title because of the negative connotations,0.891,2
donald trump makes david koresh jim jones charles manson ect seem like amateurs he has mastered the art his money and success in real estate entertainment and the political realm makes his rhetoric believable to the naive and uninformed his followers will support him no matter what crimes he commits nothing will sway their devotion some supporters even admit that its a cult most prefer not to use that title because of the negative connotations,0.891,2
they think its a win haha the real winner is trump,0.891,2
woohoooooo decency rings loud and clear for the crooks that are wealthy working our system to benefit their wealth fraudulently accountability no american should be ok with thispay up the 355 million since you dont pay taxes or your bills,0.8909,2
this is beyond ridiculous they are trying their best to ruin this man but god has a plan for trump and god will have the final say trump 2024 love from canada,0.8898,2
meh hes the mostest rich the superest bigly rich so rich no words for richly pay up bichly,0.8891,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people victory,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people victory,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work our money is in the pockets of trump take it back justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people,0.886,2
hard working people are poor and trump is rich trump is not rich because of honest work justice for the people victory,0.886,2
thats a bigly win he keeps increasing the numbers in hundreds of millions trump knows the best president god has ever sent he really knows how to do it,0.8779,2
any american who supports democracy and wants a decent justice system must now support donald trump for president like him or not,0.8779,2
trump is the perfect human i want my son to be rich and sexually forceful like him its the american way maga,0.8779,2
stop repeating trumps lie that the judge engoron valued maralago at 18 million engoron just mentioned the difference between the valuation by the palm beach county assessor who appraised the market value between 18 and 276 and trump who claimed a value between 4265 and 612 million which is an overvaluation of 2300 at least the judge used the valuation of a professional he didnt make it up himself i hate it when trump twist and lies for his own benefit and to cover his fraude and fox repeats trumps lies to get more views and maga believes it as if it is all true because they love to think their beloved leader is the victim of a witch hunt who will make america great again for himself at the cost of everyone who opposes him,0.875,2
my humble advice to the maga republitrumps is to dig deeper in your pockets and thanks to bidens great job market consider getting another job as there are 4 more major cases to come where you would need to bail your so very innocent guy out,0.8742,2
why does everyone at fox worship trump he would be a lot richer if hadnt bought everyone that works at fox pews the women that works for fox love him more then they do their own husbands and children,0.8689,2
thats pocket change for him this only helps him become more famous and win the election even more lol,0.8676,2
maga cult thought process the bigger the criminal the better the leader of the free world what these talking numb skulls are purposely missing is that two things can be true at the same time yes some prosecutions against trump are politically motivated and also yes trump clearly committed felonies,0.8658,2
america is a dangerous place for we the people who love america and support president trump and think logically this is why they hate president trump and us we support and love america support president trump and we think logically as does president trump maga trump 24,0.8658,2
sucks to be republicans gotta love maga tears god every day more and more good news so tired of winning lol,0.8634,2
